tenure_months,monthly_charges,total_charges,num_services,senior_citizen,contract_type,internet_service,tech_support,payment_method,churned
5,93.22,465.11,2,0,one-year,fiber,yes,electronic-check,0
32,30.56,1044.32,5,0,month-to-month,fiber,no,electronic-check,0
7,106.6,672.16,1,0,two-year,fiber,yes,mailed-check,1
60,42.11,2328.78,1,0,month-to-month,none,no,bank-transfer,0
36,30.86,1075.83,5,1,month-to-month,fiber,no,electronic-check,0
23,21.01,449.16,2,1,two-year,fiber,yes,credit-card,0
0,91.52,85.71,1,1,month-to-month,dsl,yes,mailed-check,0
34,45.66,1580.74,1,1,month-to-month,dsl,no,mailed-check,0
10,70.95,662.76,5,0,month-to-month,fiber,yes,bank-transfer,0
70,31.16,2241.77,3,0,one-year,dsl,yes,credit-card,0
20,118.53,2567.61,2,1,month-to-month,fiber,no,electronic-check,1
34,32.54,1046.49,5,1,two-year,dsl,yes,mailed-check,0
1,61.19,57.67,2,1,one-year,dsl,no,mailed-check,0
9,105.16,853.95,4,0,two-year,fiber,no,mailed-check,1
14,44.49,562.4,4,0,one-year,fiber,no,mailed-check,0
3,46.7,137.2,5,1,one-year,dsl,no,credit-card,1
52,100.85,5232.71,5,0,one-year,fiber,yes,electronic-check,0
68,47.33,3014.27,5,0,month-to-month,dsl,no,mailed-check,0
70,20.29,1370.02,2,0,one-year,dsl,no,mailed-check,0
19,62.79,1107.19,1,1,one-year,none,no,bank-transfer,0
56,21.25,1233.14,4,0,month-to-month,none,yes,credit-card,0
36,110.98,3909.73,1,1,one-year,fiber,yes,credit-card,0
3,84.18,264.38,4,0,month-to-month,fiber,yes,mailed-check,1
6,78.3,474.53,5,1,month-to-month,none,yes,mailed-check,1
39,40.16,1527.8,6,0,month-to-month,fiber,yes,credit-card,0
30,89.99,2767.93,5,0,month-to-month,dsl,no,electronic-check,0
0,87.73,79.08,7,0,month-to-month,dsl,yes,electronic-check,1
66,26.05,1784.76,4,0,month-to-month,dsl,yes,credit-card,0
52,108.08,5475.21,4,1,month-to-month,fiber,no,credit-card,0
36,77.94,2813.46,2,0,month-to-month,fiber,no,bank-transfer,1
71,99.25,7079.74,5,1,one-year,dsl,yes,mailed-check,0
69,46.29,3231.32,6,1,month-to-month,dsl,yes,credit-card,0
70,32.2,2345.24,3,0,two-year,dsl,no,credit-card,0
18,90.24,1497.83,1,0,two-year,fiber,no,credit-card,0
63,99.39,6247.77,1,1,month-to-month,none,no,credit-card,0
36,58.6,1933.72,5,1,month-to-month,fiber,no,bank-transfer,1
52,22.37,1101.39,5,1,month-to-month,fiber,no,mailed-check,0
61,101.83,5825.6,1,1,month-to-month,dsl,no,mailed-check,0
11,40.61,455.53,1,1,month-to-month,fiber,yes,bank-transfer,0
32,53.9,1761.4,5,0,one-year,fiber,no,mailed-check,0
9,82.82,794.71,3,1,one-year,dsl,no,credit-card,0
20,30.0,602.62,3,0,month-to-month,fiber,no,electronic-check,0
29,27.2,827.4,2,1,one-year,fiber,yes,electronic-check,0
61,22.57,1483.9,6,0,month-to-month,dsl,no,mailed-check,0
62,111.66,6415.52,6,0,two-year,fiber,no,electronic-check,0
28,51.14,1495.2,1,1,two-year,none,yes,credit-card,0
23,86.07,1911.49,1,1,month-to-month,fiber,yes,credit-card,0
38,118.92,4318.38,4,1,one-year,fiber,yes,credit-card,1
65,86.95,6175.08,5,1,two-year,dsl,no,mailed-check,0
70,72.51,4777.71,2,0,month-to-month,fiber,yes,credit-card,0
16,72.09,1249.07,2,0,month-to-month,dsl,no,electronic-check,0
13,57.69,798.53,5,1,one-year,dsl,no,credit-card,0
50,79.98,4301.83,4,0,month-to-month,dsl,no,electronic-check,1
21,115.88,2475.33,1,0,month-to-month,fiber,no,electronic-check,1
14,98.8,1406.63,5,1,one-year,fiber,no,credit-card,0
2,62.42,122.41,1,0,month-to-month,fiber,no,bank-transfer,1
29,53.24,1513.36,2,0,month-to-month,fiber,no,mailed-check,0
28,108.35,3246.57,5,1,two-year,none,yes,electronic-check,0
40,33.58,1313.05,2,0,month-to-month,fiber,yes,mailed-check,0
14,104.96,1465.53,1,1,month-to-month,fiber,no,bank-transfer,1
51,45.51,2551.44,7,0,one-year,dsl,yes,electronic-check,0
48,91.56,4266.83,2,0,month-to-month,dsl,no,credit-card,0
33,100.62,3534.69,4,0,one-year,fiber,yes,bank-transfer,0
13,67.7,840.88,6,1,one-year,fiber,no,credit-card,1
36,39.23,1278.13,7,1,month-to-month,dsl,yes,electronic-check,1
48,104.48,5108.75,6,1,month-to-month,fiber,yes,credit-card,1
26,56.75,1469.4,3,0,two-year,dsl,no,credit-card,0
18,52.07,991.0,6,1,two-year,fiber,no,mailed-check,0
36,71.0,2302.52,1,0,month-to-month,dsl,no,bank-transfer,0
25,63.51,1451.38,3,1,month-to-month,dsl,no,bank-transfer,0
28,88.31,2650.55,2,1,month-to-month,dsl,no,credit-card,1
25,33.72,839.77,4,0,two-year,none,yes,mailed-check,0
21,63.57,1336.67,7,0,two-year,fiber,yes,credit-card,0
51,109.17,5261.57,6,0,month-to-month,dsl,no,bank-transfer,0
33,23.61,845.5,7,1,two-year,dsl,yes,electronic-check,0
33,65.73,2348.87,1,1,month-to-month,fiber,no,mailed-check,0
47,86.05,4057.85,6,0,month-to-month,dsl,no,electronic-check,0
26,108.77,2668.42,6,1,one-year,fiber,yes,credit-card,0
7,79.38,609.31,4,1,month-to-month,fiber,no,mailed-check,0
61,102.45,6739.98,1,0,one-year,none,no,mailed-check,0
4,42.27,169.8,1,1,month-to-month,dsl,yes,mailed-check,0
41,55.28,2323.78,7,0,one-year,none,no,bank-transfer,0
19,114.21,2143.81,3,0,two-year,fiber,no,credit-card,1
15,108.6,1533.23,5,0,month-to-month,fiber,no,credit-card,1
3,75.8,235.65,7,0,month-to-month,none,yes,credit-card,0
64,67.55,4469.44,4,0,one-year,fiber,no,mailed-check,0
30,65.11,1971.79,2,0,month-to-month,dsl,yes,bank-transfer,0
24,25.88,660.18,4,0,one-year,fiber,yes,bank-transfer,0
53,109.24,5733.95,2,1,one-year,fiber,no,mailed-check,0
2,101.81,218.32,2,0,month-to-month,none,no,credit-card,1
40,65.63,2476.62,6,1,two-year,fiber,no,credit-card,0
35,47.94,1832.87,3,0,month-to-month,fiber,no,credit-card,0
39,54.29,1992.42,5,0,month-to-month,dsl,yes,credit-card,0
8,32.32,240.98,6,1,month-to-month,dsl,no,electronic-check,0
68,92.18,6397.86,4,0,one-year,fiber,yes,electronic-check,0
17,75.67,1181.7,4,1,two-year,fiber,no,bank-transfer,0
48,43.41,1945.29,2,1,month-to-month,dsl,yes,bank-transfer,0
53,82.3,4561.71,4,0,month-to-month,fiber,yes,mailed-check,0
24,117.92,2721.49,6,1,month-to-month,fiber,no,electronic-check,1
9,32.24,307.58,2,0,one-year,fiber,yes,mailed-check,0
21,65.85,1287.59,2,1,month-to-month,dsl,no,electronic-check,1
58,69.42,3934.0,5,0,month-to-month,dsl,no,electronic-check,1
65,36.68,2329.98,7,0,month-to-month,fiber,no,electronic-check,0
67,73.16,4882.5,3,1,month-to-month,none,no,bank-transfer,0
16,80.6,1266.49,6,0,one-year,dsl,no,bank-transfer,0
43,35.73,1501.6,2,1,month-to-month,fiber,no,mailed-check,0
10,35.47,342.53,4,1,month-to-month,fiber,yes,bank-transfer,0
51,105.63,4864.74,7,1,month-to-month,fiber,no,bank-transfer,0
29,51.14,1517.64,4,0,month-to-month,fiber,no,electronic-check,0
51,83.03,4212.08,4,1,month-to-month,dsl,no,mailed-check,1
49,82.68,3948.65,2,0,month-to-month,fiber,no,electronic-check,0
71,103.92,6952.47,4,0,month-to-month,fiber,yes,electronic-check,1
35,93.99,3547.16,5,0,month-to-month,dsl,no,electronic-check,1
24,104.06,2366.52,7,0,month-to-month,fiber,yes,credit-card,0
37,82.52,3310.28,2,0,one-year,fiber,no,credit-card,0
11,64.95,674.05,3,0,month-to-month,fiber,no,electronic-check,0
8,59.36,519.65,5,1,month-to-month,none,no,credit-card,1
37,57.9,2107.96,7,0,one-year,fiber,yes,mailed-check,0
59,61.84,3672.43,2,0,month-to-month,dsl,no,electronic-check,0
38,32.93,1200.99,5,0,month-to-month,none,yes,electronic-check,0
56,62.4,3801.33,7,1,two-year,dsl,yes,credit-card,0
12,58.94,676.52,5,1,month-to-month,dsl,yes,mailed-check,0
32,23.46,785.28,3,0,two-year,fiber,no,bank-transfer,0
44,47.51,1889.96,2,0,month-to-month,none,no,mailed-check,0
25,95.19,2407.7,3,1,two-year,fiber,no,mailed-check,0
1,77.79,81.55,1,1,two-year,fiber,yes,credit-card,1
5,100.62,500.17,2,1,month-to-month,fiber,no,credit-card,1
66,74.27,5042.32,4,0,month-to-month,fiber,no,bank-transfer,0
43,105.41,4775.63,1,0,one-year,none,yes,credit-card,1
19,99.61,1892.68,1,0,month-to-month,dsl,no,electronic-check,1
18,29.83,506.67,5,0,month-to-month,none,no,credit-card,0
2,117.7,230.54,1,1,two-year,fiber,no,electronic-check,0
68,21.47,1527.35,1,1,one-year,dsl,no,electronic-check,0
7,79.68,532.22,5,0,two-year,dsl,no,credit-card,0
54,99.25,5501.03,7,1,two-year,dsl,no,mailed-check,0
17,53.19,840.63,6,0,two-year,none,yes,electronic-check,0
24,79.86,2081.58,1,1,one-year,fiber,no,electronic-check,0
19,56.21,1089.99,2,0,one-year,fiber,no,electronic-check,0
59,26.06,1527.78,6,1,two-year,dsl,yes,credit-card,0
2,20.85,44.3,6,1,one-year,fiber,no,electronic-check,0
25,29.49,781.07,3,0,month-to-month,fiber,no,credit-card,0
20,29.84,548.74,7,0,one-year,none,yes,credit-card,0
19,81.09,1481.26,7,1,month-to-month,fiber,no,electronic-check,1
13,72.59,935.85,6,1,two-year,fiber,no,bank-transfer,0
65,65.55,4124.87,6,0,one-year,fiber,yes,bank-transfer,0
27,89.19,2320.14,6,1,one-year,fiber,yes,mailed-check,1
30,21.68,631.17,2,0,month-to-month,none,no,bank-transfer,0
27,47.1,1180.66,5,1,month-to-month,fiber,no,electronic-check,1
70,97.74,6321.03,7,1,month-to-month,none,no,credit-card,0
24,111.0,2536.29,2,0,one-year,dsl,no,credit-card,1
24,63.83,1400.2,1,0,one-year,fiber,yes,electronic-check,0
23,28.15,648.77,3,1,month-to-month,none,no,electronic-check,0
23,99.87,2137.66,2,1,month-to-month,none,yes,mailed-check,1
6,108.52,594.81,7,0,month-to-month,fiber,no,mailed-check,0
43,61.37,2816.85,4,1,month-to-month,fiber,no,credit-card,0
1,44.34,45.12,5,1,two-year,fiber,yes,credit-card,0
16,24.4,421.5,7,0,two-year,dsl,no,electronic-check,0
14,79.11,1214.62,6,1,one-year,none,no,electronic-check,1
20,110.99,2261.32,6,0,month-to-month,dsl,no,bank-transfer,1
54,87.79,5021.29,7,0,month-to-month,dsl,no,mailed-check,0
43,51.72,2072.53,5,0,two-year,fiber,yes,credit-card,0
71,84.29,6222.02,2,0,two-year,fiber,no,bank-transfer,0
25,103.21,2605.82,6,0,month-to-month,dsl,no,mailed-check,0
66,67.58,4617.63,3,1,one-year,dsl,no,bank-transfer,0
3,101.97,281.73,3,0,month-to-month,none,yes,mailed-check,1
36,59.19,2316.57,5,1,month-to-month,fiber,no,mailed-check,1
57,54.85,3074.86,3,0,two-year,none,no,bank-transfer,0
38,78.3,3139.52,1,1,two-year,dsl,yes,mailed-check,0
67,66.47,4890.48,7,1,two-year,fiber,yes,bank-transfer,0
22,117.71,2782.97,4,0,month-to-month,dsl,yes,mailed-check,1
2,71.64,137.88,5,0,month-to-month,fiber,no,bank-transfer,1
55,58.52,3155.5,6,1,two-year,dsl,yes,mailed-check,0
4,59.49,245.03,5,0,one-year,dsl,no,bank-transfer,1
55,74.79,4144.73,5,1,month-to-month,fiber,yes,mailed-check,0
52,55.49,2833.71,6,1,month-to-month,fiber,yes,electronic-check,1
60,92.29,5707.25,3,1,month-to-month,fiber,yes,mailed-check,0
34,58.07,2136.09,6,0,one-year,fiber,yes,mailed-check,0
64,58.41,3595.81,6,0,two-year,fiber,no,mailed-check,0
12,81.7,907.52,2,1,month-to-month,fiber,no,mailed-check,1
31,26.08,836.9,2,1,month-to-month,fiber,no,mailed-check,0
8,85.54,696.58,7,1,month-to-month,fiber,no,mailed-check,1
55,70.5,4192.03,7,1,one-year,fiber,no,mailed-check,0
51,65.3,3491.93,7,0,month-to-month,dsl,yes,mailed-check,0
58,91.93,5222.21,1,0,month-to-month,fiber,no,bank-transfer,0
55,95.83,5411.2,7,1,one-year,fiber,yes,mailed-check,0
22,104.63,2468.68,7,0,month-to-month,none,no,bank-transfer,1
4,57.48,222.91,6,1,one-year,fiber,no,mailed-check,1
66,52.7,3140.0,4,0,one-year,fiber,no,credit-card,0
35,91.43,3280.91,4,0,month-to-month,fiber,no,mailed-check,1
6,78.18,424.6,4,0,one-year,none,yes,bank-transfer,0
66,83.18,5970.22,1,1,one-year,fiber,yes,mailed-check,0
71,75.55,5008.09,4,1,one-year,dsl,no,bank-transfer,0
32,97.27,3034.37,2,1,one-year,fiber,yes,bank-transfer,0
55,39.0,2336.46,2,0,month-to-month,fiber,yes,electronic-check,0
2,75.57,138.44,1,0,month-to-month,dsl,yes,bank-transfer,1
6,35.81,193.56,4,1,month-to-month,dsl,no,credit-card,0
19,60.73,1062.4,1,1,month-to-month,fiber,no,mailed-check,1
47,86.4,4455.54,6,0,month-to-month,fiber,yes,bank-transfer,0
9,69.31,682.64,7,0,month-to-month,fiber,yes,electronic-check,0
2,57.96,113.24,6,1,one-year,dsl,no,credit-card,1
48,108.5,5460.99,3,0,month-to-month,dsl,yes,credit-card,0
55,97.28,5602.87,2,1,two-year,fiber,yes,credit-card,0
53,72.63,3541.3,4,0,one-year,dsl,no,bank-transfer,1
57,115.01,6208.28,5,1,month-to-month,fiber,no,electronic-check,1
57,62.44,3835.96,1,1,one-year,fiber,yes,mailed-check,0
43,98.81,3964.75,6,1,month-to-month,dsl,no,credit-card,0
37,36.79,1366.91,4,1,two-year,fiber,no,electronic-check,0
61,48.58,2811.75,6,0,two-year,dsl,no,bank-transfer,0
25,53.81,1360.75,1,0,two-year,fiber,yes,electronic-check,0
7,30.58,201.07,3,1,one-year,fiber,yes,bank-transfer,0
54,70.18,3574.27,4,0,two-year,fiber,no,bank-transfer,0
19,39.23,677.81,1,1,one-year,none,yes,mailed-check,0
70,83.42,6411.86,5,1,two-year,dsl,yes,bank-transfer,0
29,39.01,1043.75,7,0,month-to-month,fiber,yes,mailed-check,0
61,32.35,1940.05,4,0,two-year,dsl,yes,bank-transfer,0
3,116.91,344.95,3,1,one-year,none,no,credit-card,1
47,85.82,3875.12,5,0,month-to-month,dsl,yes,mailed-check,0
32,113.65,3850.64,3,0,two-year,fiber,no,electronic-check,0
33,68.99,2202.77,3,0,one-year,dsl,yes,credit-card,0
19,23.34,454.59,6,1,two-year,fiber,no,bank-transfer,0
69,77.44,5389.31,5,1,month-to-month,dsl,no,mailed-check,0
28,75.83,2277.82,2,0,one-year,dsl,yes,electronic-check,0
61,21.5,1395.3,3,1,one-year,dsl,no,electronic-check,1
30,106.12,3004.01,6,1,month-to-month,dsl,no,mailed-check,0
3,82.0,258.31,4,0,one-year,fiber,yes,credit-card,0
63,94.47,6299.86,1,0,one-year,fiber,no,bank-transfer,0
13,69.39,977.7,6,0,month-to-month,dsl,no,mailed-check,1
19,81.84,1699.02,6,0,one-year,none,no,credit-card,0
61,45.75,2923.01,2,0,month-to-month,fiber,yes,mailed-check,0
64,117.38,7437.09,7,0,two-year,dsl,yes,credit-card,0
66,60.07,3800.46,7,1,two-year,fiber,yes,mailed-check,0
30,36.23,1166.17,7,1,month-to-month,fiber,yes,bank-transfer,0
54,25.59,1496.71,3,1,month-to-month,fiber,yes,mailed-check,0
23,83.62,1768.46,7,0,month-to-month,none,no,bank-transfer,1
53,118.34,6340.16,6,0,month-to-month,fiber,yes,electronic-check,0
36,109.58,3652.32,7,1,two-year,none,yes,credit-card,0
3,90.21,257.18,4,0,month-to-month,fiber,yes,mailed-check,0
30,119.06,3488.36,2,1,month-to-month,none,no,bank-transfer,1
33,92.28,2930.23,2,1,month-to-month,fiber,no,bank-transfer,0
18,53.93,1012.68,7,1,one-year,fiber,no,bank-transfer,0
26,80.12,1907.71,4,0,two-year,fiber,no,bank-transfer,0
36,27.98,1030.2,7,0,month-to-month,fiber,yes,credit-card,0
3,42.17,128.57,4,0,month-to-month,dsl,yes,credit-card,0
10,61.75,652.97,4,1,month-to-month,dsl,no,credit-card,1
55,40.18,2031.64,1,0,month-to-month,dsl,yes,electronic-check,0
25,115.35,2787.2,3,1,month-to-month,dsl,yes,credit-card,1
43,119.56,5343.74,4,1,one-year,none,no,bank-transfer,0
40,57.09,2380.28,1,0,month-to-month,fiber,yes,bank-transfer,0
39,90.92,3510.16,2,0,month-to-month,dsl,yes,credit-card,0
29,60.78,1749.14,5,0,one-year,fiber,no,bank-transfer,0
34,33.95,1261.64,2,0,one-year,dsl,yes,credit-card,0
59,53.69,3057.62,5,1,month-to-month,fiber,yes,bank-transfer,1
69,43.34,2781.2,4,1,month-to-month,none,yes,electronic-check,0
18,52.81,1036.67,3,0,one-year,dsl,yes,bank-transfer,0
48,41.5,2115.35,1,1,month-to-month,fiber,no,mailed-check,0
69,31.23,2041.55,3,0,two-year,none,no,bank-transfer,0
0,41.74,44.72,4,0,two-year,fiber,no,mailed-check,0
56,110.58,5885.71,5,0,two-year,none,no,electronic-check,0
35,28.52,1063.57,2,0,month-to-month,dsl,no,bank-transfer,0
69,52.48,3714.23,1,1,month-to-month,dsl,no,electronic-check,0
41,72.84,2976.04,7,1,two-year,fiber,no,electronic-check,0
60,55.45,3611.84,7,1,month-to-month,dsl,no,mailed-check,0
11,71.76,838.2,7,0,month-to-month,fiber,no,bank-transfer,1
10,24.34,225.38,3,1,one-year,fiber,no,electronic-check,0
66,84.86,5831.03,5,1,month-to-month,dsl,no,mailed-check,0
37,76.35,2988.52,1,1,one-year,fiber,no,mailed-check,0
40,88.1,3552.99,7,1,two-year,fiber,yes,credit-card,0
12,76.73,879.52,1,0,one-year,none,no,electronic-check,0
16,63.79,966.44,4,0,month-to-month,dsl,no,credit-card,0
58,55.01,3493.14,6,0,two-year,fiber,no,electronic-check,0
21,42.64,884.12,6,0,one-year,dsl,no,bank-transfer,0
42,70.01,2951.49,7,0,month-to-month,none,no,credit-card,0
22,22.61,507.19,4,0,one-year,fiber,no,credit-card,0
18,52.82,874.82,1,0,month-to-month,dsl,yes,bank-transfer,0
11,87.79,884.82,1,0,month-to-month,fiber,yes,mailed-check,0
66,30.87,1914.42,2,0,one-year,fiber,yes,credit-card,0
67,26.29,1608.3,1,0,month-to-month,fiber,yes,credit-card,0
8,85.22,736.09,4,1,month-to-month,dsl,yes,electronic-check,0
25,59.78,1389.29,1,0,one-year,fiber,no,mailed-check,0
40,100.18,3788.06,2,0,month-to-month,fiber,no,mailed-check,0
27,113.73,3093.62,3,1,month-to-month,dsl,yes,credit-card,1
51,115.7,6368.28,6,0,month-to-month,dsl,no,electronic-check,1
18,62.56,1024.51,5,1,one-year,none,yes,electronic-check,0
4,46.43,175.17,1,0,two-year,fiber,no,electronic-check,0
24,80.86,2025.0,7,0,month-to-month,fiber,no,credit-card,1
43,82.82,3574.92,4,0,one-year,none,no,electronic-check,0
13,82.23,1089.2,3,0,month-to-month,dsl,yes,mailed-check,1
58,52.18,2734.06,3,0,month-to-month,fiber,yes,bank-transfer,0
0,26.38,28.32,6,1,month-to-month,fiber,yes,mailed-check,1
4,41.0,166.58,4,0,month-to-month,dsl,no,electronic-check,0
36,35.44,1361.16,2,1,month-to-month,none,no,mailed-check,1
36,32.39,1274.19,3,0,one-year,fiber,no,credit-card,0
21,112.63,2475.05,1,1,one-year,dsl,no,mailed-check,0
18,21.38,348.74,2,1,two-year,none,yes,bank-transfer,0
5,80.19,417.91,3,1,two-year,none,no,mailed-check,0
47,114.75,5461.71,2,1,month-to-month,fiber,no,electronic-check,0
27,56.01,1392.36,3,1,month-to-month,dsl,no,electronic-check,0
8,72.71,554.97,1,1,month-to-month,dsl,no,credit-card,0
28,89.58,2342.11,5,0,month-to-month,fiber,yes,credit-card,0
67,51.72,3759.68,1,1,two-year,none,yes,bank-transfer,0
18,67.77,1291.9,2,0,month-to-month,dsl,yes,credit-card,1
64,101.71,6770.93,7,1,month-to-month,fiber,no,mailed-check,0
18,94.54,1791.34,1,0,month-to-month,dsl,no,credit-card,0
13,100.84,1337.47,2,1,two-year,fiber,yes,bank-transfer,0
18,118.73,2288.99,4,0,month-to-month,fiber,no,credit-card,1
23,57.03,1240.49,3,1,one-year,dsl,no,bank-transfer,0
8,94.71,719.87,3,0,month-to-month,fiber,no,credit-card,0
42,80.28,3433.63,1,1,month-to-month,fiber,no,bank-transfer,0
24,86.66,2208.85,3,0,month-to-month,fiber,no,credit-card,0
51,93.99,5115.41,6,0,one-year,none,yes,credit-card,0
35,94.97,3640.56,5,0,one-year,dsl,no,credit-card,1
31,108.57,3542.22,7,0,month-to-month,dsl,no,mailed-check,0
33,54.93,1715.8,5,0,month-to-month,fiber,yes,electronic-check,0
11,85.35,888.27,6,0,month-to-month,fiber,yes,mailed-check,1
51,48.03,2422.87,4,0,month-to-month,dsl,no,bank-transfer,0
7,79.46,572.92,5,0,month-to-month,none,no,credit-card,0
51,95.12,4863.73,5,1,month-to-month,dsl,no,credit-card,0
71,99.1,6427.44,6,1,one-year,dsl,no,bank-transfer,1
55,62.01,3398.2,4,0,two-year,fiber,yes,bank-transfer,0
32,70.87,2411.67,3,0,one-year,none,no,credit-card,0
22,53.38,1113.37,1,0,one-year,fiber,yes,electronic-check,0
62,36.9,2349.59,7,1,two-year,dsl,no,credit-card,0
18,46.05,790.72,4,1,two-year,dsl,no,bank-transfer,0
34,111.21,3823.24,6,1,month-to-month,dsl,yes,bank-transfer,0
55,50.9,2912.03,5,0,month-to-month,fiber,no,mailed-check,0
66,117.48,7299.66,1,0,month-to-month,fiber,no,bank-transfer,1
66,44.15,3053.5,5,0,two-year,dsl,no,credit-card,0
6,92.31,573.41,4,0,month-to-month,fiber,no,mailed-check,0
64,77.39,4767.48,2,1,month-to-month,fiber,no,electronic-check,0
8,89.69,774.2,2,0,month-to-month,dsl,yes,electronic-check,1
42,84.4,3743.67,5,0,one-year,dsl,yes,electronic-check,0
66,90.67,6009.51,1,0,one-year,fiber,no,mailed-check,0
47,110.55,4762.19,5,0,one-year,dsl,no,electronic-check,0
68,76.35,5130.14,6,1,one-year,dsl,no,mailed-check,0
24,26.78,620.85,1,1,two-year,dsl,no,bank-transfer,0
22,47.08,986.55,1,1,month-to-month,fiber,no,bank-transfer,0
23,90.82,2148.84,1,0,two-year,fiber,yes,bank-transfer,0
25,69.41,1881.61,6,1,one-year,fiber,yes,bank-transfer,0
49,74.86,3408.84,6,0,month-to-month,fiber,yes,electronic-check,1
32,79.66,2672.31,7,1,two-year,fiber,no,credit-card,0
53,58.26,3162.95,1,0,two-year,dsl,no,mailed-check,0
29,97.39,2918.66,4,1,two-year,fiber,no,electronic-check,0
22,92.35,2171.96,1,0,two-year,none,no,credit-card,0
13,91.43,1158.98,3,1,month-to-month,fiber,no,mailed-check,1
39,91.53,3626.47,3,1,month-to-month,dsl,yes,mailed-check,0
64,109.04,6667.07,5,0,month-to-month,fiber,no,mailed-check,0
61,79.54,4642.54,7,1,two-year,dsl,no,bank-transfer,0
18,116.71,2106.36,6,0,two-year,dsl,yes,bank-transfer,0
34,31.92,978.34,1,0,two-year,none,no,electronic-check,0
50,83.2,3950.43,2,0,two-year,dsl,yes,electronic-check,0
44,91.69,3753.27,2,1,one-year,dsl,yes,credit-card,0
4,67.72,250.29,2,1,month-to-month,fiber,no,mailed-check,1
42,48.82,2003.13,3,0,month-to-month,fiber,no,credit-card,0
2,75.0,138.13,5,1,month-to-month,fiber,no,bank-transfer,1
8,56.47,420.52,6,1,one-year,dsl,no,bank-transfer,0
47,110.91,5388.67,7,1,month-to-month,fiber,no,mailed-check,0
7,55.68,401.56,5,0,two-year,dsl,no,credit-card,0
24,37.57,981.93,3,1,one-year,none,yes,bank-transfer,0
42,77.64,3534.97,2,1,month-to-month,dsl,yes,credit-card,0
47,59.6,3010.7,3,1,two-year,dsl,no,mailed-check,0
32,29.59,983.04,6,1,one-year,fiber,no,bank-transfer,0
6,76.48,437.46,7,0,one-year,dsl,yes,mailed-check,0
57,73.78,3934.76,3,1,month-to-month,fiber,yes,credit-card,0
68,37.32,2765.86,2,0,month-to-month,dsl,yes,credit-card,0
63,79.76,5486.8,1,0,month-to-month,fiber,yes,mailed-check,0
53,76.74,4070.83,1,1,month-to-month,dsl,no,electronic-check,0
28,97.36,2752.48,5,1,one-year,fiber,no,electronic-check,0
63,56.16,3188.07,5,1,two-year,dsl,no,mailed-check,0
35,44.88,1460.4,5,0,two-year,dsl,no,electronic-check,0
9,115.12,1045.61,1,1,month-to-month,dsl,no,credit-card,1
61,76.12,4347.81,4,1,two-year,fiber,yes,mailed-check,0
23,22.71,520.11,2,0,month-to-month,fiber,no,electronic-check,0
67,102.07,7242.06,3,1,month-to-month,dsl,no,bank-transfer,1
26,39.68,1093.74,5,1,one-year,dsl,no,mailed-check,1
62,98.6,6555.38,2,0,two-year,dsl,no,electronic-check,1
38,90.52,3257.94,5,1,two-year,dsl,no,mailed-check,0
33,116.88,3804.51,3,0,two-year,fiber,yes,bank-transfer,0
21,116.56,2509.86,4,1,month-to-month,dsl,yes,bank-transfer,1
60,47.44,2892.56,4,1,month-to-month,none,yes,electronic-check,0
4,96.64,425.14,3,0,month-to-month,fiber,no,bank-transfer,0
33,51.69,1629.45,1,0,one-year,dsl,no,credit-card,0
26,82.92,1971.09,5,1,month-to-month,dsl,yes,bank-transfer,0
39,79.77,3041.26,7,1,month-to-month,dsl,yes,credit-card,0
18,25.45,459.75,5,1,month-to-month,dsl,no,credit-card,1
47,20.52,942.69,6,0,one-year,fiber,no,mailed-check,0
27,25.78,670.91,6,1,one-year,dsl,no,mailed-check,0
13,32.79,405.58,1,0,month-to-month,dsl,yes,mailed-check,0
14,45.77,631.49,6,1,month-to-month,dsl,no,mailed-check,1
50,110.7,5744.45,2,0,one-year,fiber,no,electronic-check,1
18,71.86,1202.64,5,1,one-year,dsl,no,credit-card,0
22,99.69,2353.52,7,1,month-to-month,none,yes,bank-transfer,0
45,103.83,4804.22,7,1,month-to-month,dsl,no,electronic-check,1
23,93.49,1981.42,3,0,two-year,dsl,no,credit-card,0
27,59.14,1444.61,6,1,one-year,fiber,no,credit-card,0
17,106.39,1646.34,5,1,month-to-month,fiber,yes,bank-transfer,1
24,94.2,2075.58,1,0,one-year,fiber,no,credit-card,0
49,94.32,4754.36,2,1,one-year,fiber,no,credit-card,1
38,110.16,4555.17,7,0,month-to-month,dsl,yes,credit-card,0
71,79.87,5254.88,7,1,month-to-month,dsl,yes,credit-card,0
55,72.86,3834.45,7,0,two-year,dsl,yes,electronic-check,0
1,109.02,117.0,3,1,month-to-month,fiber,yes,electronic-check,1
27,65.45,1769.16,3,1,month-to-month,fiber,yes,bank-transfer,1
20,101.16,1993.71,6,1,one-year,fiber,yes,bank-transfer,0
42,25.38,1060.25,1,0,month-to-month,none,no,credit-card,0
19,20.13,351.96,7,0,one-year,fiber,no,bank-transfer,0
69,72.83,4743.44,5,0,month-to-month,none,no,mailed-check,0
21,27.36,627.65,5,0,month-to-month,fiber,no,credit-card,0
37,117.65,4477.92,4,1,month-to-month,fiber,yes,bank-transfer,0
8,20.55,157.37,7,1,two-year,fiber,no,bank-transfer,0
65,91.81,6501.13,6,1,one-year,dsl,no,mailed-check,0
65,44.34,2823.01,1,1,two-year,dsl,no,credit-card,0
